Linux 2.6.32-5-xen-amd64 (testbed-ssd) 	05/22/2014 	_x86_64_	(2 CPU)

02:07:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
02:09:29 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:30 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:31 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:32 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:33 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:34 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.25    0.00   99.75
02:09:35 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:09:36 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:37 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:38 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:39 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:40 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
02:09:41 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:42 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:43 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:44 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:45 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:46 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:47 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:48 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:49 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:50 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:09:51 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:52 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:53 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:54 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:55 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:56 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:57 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:58 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:09:59 AM  all    3.51    0.00    4.32    0.00    0.00    0.54    0.81    0.00   90.81
02:10:00 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.25    0.00   99.75
02:10:01 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:02 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:03 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:04 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:05 AM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.50
02:10:06 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:07 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:10:08 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:09 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:10 AM  all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00   99.75
02:10:11 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:12 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:13 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:14 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:15 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:16 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:17 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:18 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:19 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:20 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:10:21 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:22 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:23 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:24 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:25 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:26 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:27 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:28 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:29 AM  all    0.25    0.00    1.27    0.00    0.00    0.00    0.00    0.00   98.47
02:10:30 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:31 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:32 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:33 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:34 AM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.50
02:10:35 AM  all    0.80    0.00    4.79    0.00    0.00    0.53    5.32    0.00   88.56
02:10:36 AM  all    0.51    0.00    0.76    0.00    0.00    0.00    0.00    0.00   98.73
02:10:37 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:38 AM  all    3.20    0.00    3.47    0.00    0.00    0.00    0.00    0.00   93.33
02:10:39 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
02:10:40 AM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.50
02:10:41 AM  all    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00   99.50
02:10:42 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:43 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:44 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:45 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.25    0.00   99.75
02:10:46 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:47 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
02:10:48 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:49 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:50 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:51 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:10:52 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
